order_id,shopify_order_number,order_date,fulfillment_status,payment_method,currency,customer_id,customer_name,customer_email,customer_phone,customer_country,shipping_address_line1,shipping_city,shipping_state,shipping_zip,shipping_country,product_id,product_title,product_category,sku,variant,quantity,unit_price,subtotal,discount,tax,shipping_cost,total
SHP-67717-5419,#67717,2024-11-23T19:02:42Z,partially_fulfilled,paypal,USD,CUST-001371,Devon Craig,james79@example.org,001-722-619-1439x070,Lesotho,22711 Nolan Fords Suite 781,Stephanieside,PR,72373,Lesotho,PROD-00234,Ultra Notebook,Electronics,SKU-00234-849,Small,1,321.47,321.47,32.15,0,9.99,299.31
SHP-67718-6544,#67718,2024-10-11T04:12:37Z,partially_fulfilled,google_pay,USD,CUST-000939,Eric Morgan,wthomas@example.net,001-536-248-8208x93486,Turkmenistan,4058 Troy Ridges,West Alexanderville,Vermont,77379,Turkmenistan,PROD-00108,Pro Board Game,Toys,SKU-00108-349,Small,4,132.33,529.32,0,63.52,9.99,602.83
SHP-67719-9033,#67719,2024-10-09T22:11:59Z,unfulfilled,credit_card,USD,CUST-001380,Chloe Crawford,cassandramontgomery@example.com,(518)991-4269,Ireland,80400 Cox Falls Suite 265,Peterton,New York,79702,Ireland,PROD-00176,Classic Face Cream,Health,SKU-00176-370,XL,4,35.13,140.52,0,16.86,9.99,167.37
SHP-67720-9806,#67720,2024-11-22T22:33:06Z,pending,apple_pay,USD,CUST-000168,Lisa Stark,gallagherstacie@example.net,(452)523-9559x0599,Taiwan,45809 Robbins Loop,North Audrey,New Mexico,47927,Taiwan,PROD-00106,Premium T-Shirt,Home & Kitchen,SKU-00106-350,White,1,256.63,256.63,0,38.49,3.99,299.11
SHP-67721-5265,#67721,2025-01-14T02:42:50Z,fulfilled,cash_on_delivery,USD,CUST-000736,Connie Savage,vwelch@example.net,391-202-3121,Jersey,6478 Jeremy Fort,North Timothychester,NC,53238,Jersey,PROD-00154,Portable Face Cream,Apparel,SKU-00154-514,XL,2,282.67,565.34,0,39.57,0,604.91
SHP-67722-1814,#67722,2025-04-15T06:49:07Z,fulfilled,google_pay,USD,CUST-000706,David Madden,morenojessica@example.net,339.322.0715,Yemen,50683 Mason Neck,Cruzborough,FM,57698,Yemen,PROD-00226,Limited Necklace,Pets,SKU-00226-567,Red,1,481.32,481.32,0,33.69,3.99,519
SHP-67723-9110,#67723,2024-10-15T19:29:32Z,pending,cash_on_delivery,USD,CUST-000561,Michael Smith,kevin58@example.net,+1-271-548-0263x257,Morocco,0537 Ramos Bypass Suite 151,South Christopherburgh,Georgia,08611,Morocco,PROD-00187,Pro Notebook,Apparel,SKU-00187-518,Blue,1,455.59,455.59,0,31.89,14.99,502.47
SHP-67724-6064,#67724,2025-02-13T07:29:54Z,unfulfilled,cash_on_delivery,USD,CUST-000572,Dustin Smith,lorisandoval@example.org,383.977.4419x75466,Israel,7993 Roth Crossing,North Holly,North Carolina,97096,Israel,PROD-00076,Premium Water Bottle,Electronics,SKU-00076-889,Small,2,147.2,294.4,0,20.61,14.99,330
SHP-67725-5832,#67725,2025-04-04T07:13:21Z,pending,google_pay,USD,CUST-000936,Karen Lane,dbeck@example.com,3957314196,Japan,5795 Williams Manor,South Johnmouth,WV,16200,Japan,PROD-00135,Eco Gaming Mouse,Beauty,SKU-00135-785,Large,1,459.87,459.87,0,55.18,0,515.05
SHP-67726-9354,#67726,2025-03-22T20:08:11Z,partially_fulfilled,cash_on_delivery,USD,CUST-000266,Leslie Frey,megan66@example.net,293-698-3684x57760,Nepal,420 Drake Crossing,West Jasmine,DC,01645,Nepal,PROD-00068,Wireless Backpack,Home & Kitchen,SKU-00068-350,Blue,2,383.44,766.88,191.72,120.78,3.99,699.93
SHP-67727-1527,#67727,2025-02-12T03:12:48Z,pending,bank_transfer,USD,CUST-000606,Todd Lopez,mcampbell@example.net,583-406-1789,Argentina,417 Thomas Stravenue,West Deniseburgh,LA,03452,Argentina,PROD-00027,Classic Board Game,Grocery,SKU-00027-490,White,1,10.04,10.04,0,0.5,0,10.54
SHP-67728-7213,#67728,2024-11-14T22:32:24Z,unfulfilled,paypal,USD,CUST-000598,Robert Lucero,xchen@example.org,(370)421-6487,Trinidad and Tobago,02834 Lopez Walks,Louismouth,West Virginia,41685,Trinidad and Tobago,PROD-00075,Comfort Sunglasses,Apparel,SKU-00075-949,Red,5,308.74,1543.7,0,154.37,0,1698.07
SHP-67729-3948,#67729,2024-12-22T17:26:55Z,unfulfilled,bank_transfer,USD,CUST-000249,Caleb Johns,johnsonrandy@example.org,649-921-6433,Niue,95412 Cortez Court Apt. 169,Baldwinborough,Montana,49039,Niue,PROD-00033,Wireless Running Shoes,Home & Kitchen,SKU-00033-652,Standard,1,214.72,214.72,42.94,36.07,0,207.85
SHP-67730-9663,#67730,2024-12-27T05:06:34Z,unfulfilled,paypal,USD,CUST-001213,Morgan Hudson,xwright@example.com,001-866-623-2360x667,Myanmar,43865 Rick Pike,Christopherchester,MD,26893,Myanmar,PROD-00019,Wireless T-Shirt,Pets,SKU-00019-334,Standard,1,323.41,323.41,0,16.17,5.99,345.57
SHP-67731-5699,#67731,2025-05-02T00:25:55Z,partially_fulfilled,apple_pay,USD,CUST-000542,Chris Kirk,peterhenry@example.org,(217)313-6657x22402,Guam,058 Noble Trafficway,East Robertshire,Nebraska,42051,Guam,PROD-00174,Premium Sunglasses,Home & Kitchen,SKU-00174-561,White,5,446.66,2233.3,0,156.33,3.99,2393.62
SHP-67732-4546,#67732,2025-08-14T01:57:47Z,fulfilled,cash_on_delivery,USD,CUST-000564,Tommy Brown,alexis03@example.com,001-210-674-0650,Burundi,6633 Hannah Plaza Apt. 254,South Jared,New Hampshire,55503,Burundi,PROD-00015,Comfort Notebook,Health,SKU-00015-266,Blue,2,236.36,472.72,0,0,9.99,482.71
SHP-67733-5415,#67733,2025-04-29T12:45:41Z,unfulfilled,bank_transfer,USD,CUST-000491,Donna Knapp,lawsontami@example.net,001-783-321-5285x06762,Guadeloupe,1464 Johnson Vista Suite 251,West Amyburgh,CA,88261,Guadeloupe,PROD-00152,Pro Face Cream,Toys,SKU-00152-807,White,1,325.99,325.99,16.3,65.03,14.99,389.71
SHP-67734-3679,#67734,2025-03-04T08:39:46Z,fulfilled,cash_on_delivery,USD,CUST-000043,Theodore Ortiz,elizabeth25@example.com,001-874-268-0715x451,Palestinian Territory,4696 Thompson Hill Suite 301,East Kathleen,South Dakota,52302,Palestinian Territory,PROD-00191,Wireless Coffee Maker,Sports,SKU-00191-891,Black,1,498.42,498.42,0,34.89,14.99,548.3
SHP-67735-5194,#67735,2025-02-07T11:51:45Z,unfulfilled,google_pay,USD,CUST-000207,Patricia Ellis,tamarasmith@example.net,4863978292,Iceland,795 Harris Loaf Apt. 649,Wongville,Nevada,46069,Iceland,PROD-00204,Portable Vacuum,Electronics,SKU-00204-957,White,1,199.76,199.76,49.94,7.49,5.99,163.3
SHP-67736-1954,#67736,2025-06-11T11:48:09Z,unfulfilled,credit_card,USD,CUST-001134,Ricky Brown,annaboyd@example.com,701-323-2961,Brunei Darussalam,081 Michael Crest Apt. 339,Alvarezfort,OK,35290,Brunei Darussalam,PROD-00130,Pro Water Bottle,Beauty,SKU-00130-445,Black,1,384.77,384.77,0,0,9.99,394.76
SHP-67737-7305,#67737,2024-10-13T14:03:28Z,partially_fulfilled,paypal,USD,CUST-000910,Patricia Munoz,ksmith@example.org,912.705.3978x713,Burundi,61573 Young Loop Apt. 906,Lake Amber,Alabama,04962,Burundi,PROD-00007,Portable Headphones,Grocery,SKU-00007-877,Small,2,473.77,947.54,236.88,127.92,3.99,842.57
SHP-67738-8002,#67738,2025-02-09T16:26:38Z,unfulfilled,google_pay,USD,CUST-000909,Robert Burns,fmclaughlin@example.org,(964)330-9544,Cocos (Keeling) Islands,16803 Jordan Corners Apt. 759,South David,NE,34947,Cocos (Keeling) Islands,PROD-00104,Comfort Backpack,Home & Kitchen,SKU-00104-390,Blue,1,131.41,131.41,0,13.14,3.99,148.54
SHP-67739-8885,#67739,2025-09-17T18:25:54Z,partially_fulfilled,google_pay,USD,CUST-000314,Felicia Williams,stephanie69@example.net,754-441-4967x393,Germany,79820 Lee Gateway Apt. 506,Carrchester,Hawaii,02031,Germany,PROD-00001,Classic Headphones,Pets,SKU-00001-859,Red,4,250.54,1002.16,200.43,168.36,0,970.09
SHP-67740-8121,#67740,2025-05-25T10:48:28Z,partially_fulfilled,google_pay,USD,CUST-001238,Jennifer Jordan,michelleford@example.com,754-549-2054x8944,Malaysia,11387 Kimberly Village,Johnsonbury,Washington,15016,Malaysia,PROD-00237,Mini Necklace,Jewelry,SKU-00237-950,Small,1,249.84,249.84,24.98,22.49,14.99,262.34
SHP-67741-9934,#67741,2025-06-08T02:15:04Z,partially_fulfilled,bank_transfer,USD,CUST-001159,Alex Delgado,jvega@example.com,735-438-6762,Cuba,48713 Pineda Roads Apt. 839,Kentmouth,IL,94534,Cuba,PROD-00207,Essential Face Cream,Beauty,SKU-00207-685,Black,1,261.99,261.99,26.2,11.79,14.99,262.57
SHP-67742-1292,#67742,2025-01-01T20:27:13Z,fulfilled,google_pay,USD,CUST-000743,Kevin Moses,jeremy79@example.net,466.527.0511x5794,Maldives,2257 Michael Villages Suite 007,Joshuaville,Hawaii,24818,Maldives,PROD-00116,Smart Necklace,Pets,SKU-00116-550,Large,5,445.7,2228.5,0,401.13,3.99,2633.62
SHP-67743-9902,#67743,2024-12-10T19:25:03Z,pending,credit_card,USD,CUST-000721,Tamara Brown,ortizamanda@example.net,001-825-350-2130x6090,Togo,1905 Bryan Crest Suite 932,Lake Michaelport,OR,73309,Togo,PROD-00027,Classic Board Game,Grocery,SKU-00027-490,White,1,363.13,363.13,36.31,39.22,9.99,376.03
SHP-67744-4730,#67744,2025-03-12T09:47:08Z,fulfilled,cash_on_delivery,USD,CUST-000740,Emily Flores,helen91@example.net,557-457-5747x583,Armenia,261 Rhonda Junction,South Ashley,LA,72417,Armenia,PROD-00165,Eco T-Shirt,Books,SKU-00165-358,White,1,115.82,115.82,5.79,23.11,14.99,148.13
SHP-67745-8615,#67745,2025-03-26T02:38:27Z,pending,apple_pay,USD,CUST-000437,Christopher Ruiz,jacksonpaul@example.net,001-885-278-7255x87774,Cote d'Ivoire,69562 Roberson Trail,West Ralphhaven,TX,52073,Cote d'Ivoire,PROD-00165,Eco T-Shirt,Books,SKU-00165-358,White,1,250.08,250.08,0,45.01,0,295.09
SHP-67746-9170,#67746,2025-08-02T05:45:29Z,pending,apple_pay,USD,CUST-001292,David Robinson,jill69@example.net,559-722-7764x14900,Afghanistan,17771 Jesse Summit Suite 121,South William,Hawaii,28710,Afghanistan,PROD-00013,Premium Face Cream,Apparel,SKU-00013-891,Red,1,402.3,402.3,120.69,0,3.99,285.6
SHP-67747-1081,#67747,2025-05-31T04:19:13Z,unfulfilled,credit_card,USD,CUST-001358,Michelle Odonnell,neilsummers@example.org,215-246-1758,Cuba,660 Michael Skyway,Mullinsport,Minnesota,32301,Cuba,PROD-00157,Portable Necklace,Sports,SKU-00157-336,Large,2,181.6,363.2,0,76.27,0,439.47
SHP-67748-2565,#67748,2024-10-24T16:23:22Z,fulfilled,apple_pay,USD,CUST-001304,Elizabeth Weber,joshuaberry@example.net,+1-752-797-3561x5266,Mongolia,90366 Smith Views,Collinsside,NY,58257,Mongolia,PROD-00033,Wireless Running Shoes,Home & Kitchen,SKU-00033-652,Standard,4,117.52,470.08,117.52,63.46,3.99,420.01
SHP-67749-3748,#67749,2025-08-02T01:14:29Z,pending,apple_pay,USD,CUST-000442,Jeremy Curry,lhall@example.net,001-777-451-5366x37780,Morocco,87987 Charles Village,East Lydia,South Dakota,72766,Morocco,PROD-00228,Ultra Notebook,Toys,SKU-00228-688,Red,1,449.2,449.2,89.84,75.47,14.99,449.82
SHP-67750-4185,#67750,2025-05-22T17:25:40Z,fulfilled,credit_card,USD,CUST-001384,Matthew Woods,uhernandez@example.net,664.308.3858x0501,Sierra Leone,62612 Thomas Brooks,Lake Nicolas,FL,88883,Sierra Leone,PROD-00216,Essential Backpack,Beauty,SKU-00216-544,Large,2,388.48,776.96,0,163.16,5.99,946.11
SHP-67751-8282,#67751,2025-02-12T16:31:07Z,unfulfilled,google_pay,USD,CUST-000713,Ryan Miller,henrymarc@example.com,+1-464-774-0803x149,Saint Vincent and the Grenadines,9872 Chapman View,South Cathystad,AL,19012,Saint Vincent and the Grenadines,PROD-00042,Ultra Face Cream,Electronics,SKU-00042-702,XL,2,381.03,762.06,0,53.34,0,815.4
SHP-67752-7153,#67752,2024-10-06T03:51:55Z,unfulfilled,apple_pay,USD,CUST-001235,Todd Peters,ysmith@example.net,(205)406-3066x3605,Saint Martin,15413 William Burgs,South Ashley,ID,42682,Saint Martin,PROD-00050,Classic Face Cream,Books,SKU-00050-296,XL,2,158.69,317.38,79.34,28.56,0,266.6
SHP-67753-5553,#67753,2025-01-07T03:25:02Z,fulfilled,bank_transfer,USD,CUST-001390,Omar Leach,michaeltorres@example.com,845.714.6688,Vanuatu,7514 Melanie Glens,Kelseyborough,Montana,08454,Vanuatu,PROD-00148,Ultra Board Game,Grocery,SKU-00148-444,Standard,5,381.08,1905.4,0,228.65,3.99,2138.04
SHP-67754-4744,#67754,2025-07-02T13:38:22Z,pending,bank_transfer,USD,CUST-001468,Gabrielle Donovan,johnsonteresa@example.net,001-866-491-0082x2421,Israel,7733 Paul Lakes,Robertburgh,FL,50368,Israel,PROD-00213,Wireless Board Game,Sports,SKU-00213-765,Large,1,249.12,249.12,62.28,28.03,9.99,224.86
SHP-67755-2452,#67755,2024-10-23T19:38:18Z,fulfilled,credit_card,USD,CUST-000679,Jason Shepard,kara56@example.org,218.257.4817,Hong Kong,64032 Hart Road Apt. 570,Port Melissamouth,CT,56872,Hong Kong,PROD-00002,Smart Blender,Beauty,SKU-00002-854,Large,2,34.1,68.2,17.05,3.58,5.99,60.72
SHP-67756-2727,#67756,2025-06-14T21:08:50Z,unfulfilled,apple_pay,USD,CUST-000393,Darryl Jackson,zstevens@example.net,001-597-349-9564x1220,Suriname,4187 Parsons Course,Andreaborough,LA,86789,Suriname,PROD-00023,Smart Necklace,Home & Kitchen,SKU-00023-864,Black,2,220.11,440.22,0,92.45,5.99,538.66
SHP-67757-7167,#67757,2025-07-16T10:49:04Z,fulfilled,credit_card,USD,CUST-000765,Cynthia Garner,tiffanysparks@example.net,(416)518-8081x9048,Poland,10475 Morrow Fields Apt. 430,Port Marissaland,AZ,51911,Poland,PROD-00107,Classic Desk Lamp,Grocery,SKU-00107-524,XL,1,456.35,456.35,0,82.14,9.99,548.48
SHP-67758-4037,#67758,2025-01-18T03:52:46Z,pending,cash_on_delivery,USD,CUST-001475,Nicole Molina,lewisallen@example.com,648-695-3829,Barbados,527 Contreras Plains,New Ashley,North Carolina,82471,Barbados,PROD-00086,Essential Face Cream,Pets,SKU-00086-373,Small,1,138.81,138.81,0,6.94,0,145.75
SHP-67759-8503,#67759,2025-08-08T07:28:59Z,partially_fulfilled,cash_on_delivery,USD,CUST-000762,Nancy Mckinney,rharris@example.org,+1-743-337-0096x87304,Netherlands Antilles,22449 Mcconnell Spurs Suite 093,Richardmouth,South Dakota,96602,Netherlands Antilles,PROD-00088,Smart Desk Lamp,Beauty,SKU-00088-458,Red,1,348.72,348.72,0,62.77,5.99,417.48
SHP-67760-1044,#67760,2024-12-26T03:59:19Z,pending,bank_transfer,USD,CUST-000286,Cindy King,fjimenez@example.net,9973339776,Netherlands Antilles,690 Debra Lane Apt. 662,West Shannontown,Hawaii,59712,Netherlands Antilles,PROD-00151,Premium Yoga Mat,Jewelry,SKU-00151-187,XL,2,242.45,484.9,48.49,0,5.99,442.4
SHP-67761-5865,#67761,2025-04-06T04:21:29Z,pending,cash_on_delivery,USD,CUST-000665,Joseph Welch,william84@example.net,248-735-4884x7127,Uganda,12781 Wilson Cove Suite 888,Port Michelleshire,AS,15589,Uganda,PROD-00158,Wireless Coffee Maker,Beauty,SKU-00158-860,Small,1,377.4,377.4,94.35,28.3,0,311.35
SHP-67762-6479,#67762,2025-05-27T03:46:51Z,partially_fulfilled,google_pay,USD,CUST-000381,Taylor Savage,tmcdaniel@example.com,001-769-241-1800x537,Albania,6657 Benjamin Mission Apt. 208,East Johnburgh,Delaware,20323,Albania,PROD-00031,Essential Necklace,Electronics,SKU-00031-612,Small,1,245.19,245.19,0,12.26,9.99,267.44
SHP-67763-9899,#67763,2025-01-13T17:20:29Z,fulfilled,google_pay,USD,CUST-000451,David Figueroa,chrisgallagher@example.net,327-852-3083x708,Portugal,13348 Ingram Field Suite 819,New Amandamouth,New Mexico,38284,Portugal,PROD-00215,Premium Backpack,Jewelry,SKU-00215-340,Red,3,11.28,33.84,0,4.06,3.99,41.89
SHP-67764-7190,#67764,2025-04-13T23:09:49Z,fulfilled,apple_pay,USD,CUST-001453,Jennifer Duncan,joanna65@example.com,(582)734-4538x565,Zimbabwe,94712 Rosales Canyon Apt. 700,North Dariusmouth,WY,62877,Zimbabwe,PROD-00136,Smart Desk Lamp,Grocery,SKU-00136-816,Red,1,446.03,446.03,66.9,37.91,0,417.04
SHP-67765-1894,#67765,2025-03-12T09:08:22Z,partially_fulfilled,google_pay,USD,CUST-000116,Edward Bennett,oallen@example.com,001-627-508-6688x263,Greenland,6284 Randall Lights Apt. 283,Henrystad,Idaho,80201,Greenland,PROD-00123,Premium Notebook,Health,SKU-00123-405,Black,1,421.9,421.9,0,75.94,14.99,512.83
SHP-67766-8057,#67766,2025-04-03T12:33:31Z,partially_fulfilled,credit_card,USD,CUST-000942,Kimberly Graves,michaelblanchard@example.com,824.819.1650x3440,Tanzania,0714 Angela Springs Apt. 621,Rachaelbury,IN,88118,Tanzania,PROD-00015,Comfort Notebook,Health,SKU-00015-266,Blue,1,34.01,34.01,0,7.14,9.99,51.14
SHP-67767-8556,#67767,2025-07-25T16:30:10Z,unfulfilled,bank_transfer,USD,CUST-001218,Mary Ramsey,fryekevin@example.net,+1-730-449-1341x03897,United Arab Emirates,1046 Rodriguez Keys,Davisburgh,VI,56236,United Arab Emirates,PROD-00148,Ultra Board Game,Grocery,SKU-00148-444,Standard,5,209.14,1045.7,0,188.23,0,1233.93
SHP-67768-9406,#67768,2025-02-22T12:51:54Z,pending,bank_transfer,USD,CUST-000861,Rhonda Clark,osbornanthony@example.org,661-382-9803x65774,Saint Kitts and Nevis,55565 Jorge Shores Suite 765,Benjaminchester,MA,92498,Saint Kitts and Nevis,PROD-00212,Comfort Blender,Toys,SKU-00212-176,White,1,78.62,78.62,0,7.86,0,86.48
SHP-67769-4551,#67769,2025-03-06T16:47:38Z,pending,apple_pay,USD,CUST-001059,Steven Cortez,debbiejackson@example.net,001-742-306-6154x9808,Congo,4748 Aaron Crossroad,South Lorrainefort,UT,39753,Congo,PROD-00080,Ultra Blender,Books,SKU-00080-540,Small,2,228.9,457.8,0,32.05,5.99,495.84
SHP-67770-5155,#67770,2025-05-31T04:15:23Z,partially_fulfilled,cash_on_delivery,USD,CUST-001274,Carrie Grant,mike96@example.org,(283)984-8876x3802,Iran,35118 Diana Expressway Apt. 488,Kristyside,PA,42341,Iran,PROD-00104,Comfort Backpack,Home & Kitchen,SKU-00104-390,Blue,5,371.7,1858.5,0,130.09,9.99,1998.58
SHP-67771-5216,#67771,2025-05-22T18:50:39Z,pending,apple_pay,USD,CUST-000480,Darlene Kerr,andrewberry@example.net,341.492.6764x9215,Iraq,7113 Michael Stravenue,Hamiltonhaven,IA,47322,Iraq,PROD-00004,Premium Backpack,Electronics,SKU-00004-323,XL,3,472.79,1418.37,0,70.92,5.99,1495.28
SHP-67772-8410,#67772,2025-01-28T06:57:35Z,partially_fulfilled,cash_on_delivery,USD,CUST-001210,Alex Francis,kennethsandoval@example.com,769.509.1237,Algeria,3275 Jeffrey Common,Bradleyhaven,RI,94327,Algeria,PROD-00091,Wireless Board Game,Sports,SKU-00091-795,Blue,1,407.14,407.14,0,40.71,9.99,457.84
SHP-67773-1291,#67773,2025-06-08T05:32:22Z,partially_fulfilled,bank_transfer,USD,CUST-001348,Heidi Clark,samuel98@example.com,(793)327-8417x8376,Turkmenistan,514 Wright Parkway Suite 283,Prattview,Alaska,84062,Turkmenistan,PROD-00023,Smart Necklace,Home & Kitchen,SKU-00023-864,Black,1,167.13,167.13,0,8.36,5.99,181.48
SHP-67774-8362,#67774,2025-04-20T09:11:19Z,fulfilled,google_pay,USD,CUST-000374,Paul Fowler,rebecca18@example.org,760.864.4134x327,Somalia,67943 Anne Shoal Suite 642,East Charles,Pennsylvania,05936,Somalia,PROD-00243,Wireless Coffee Maker,Pets,SKU-00243-791,XL,1,416.97,416.97,0,20.85,3.99,441.81
SHP-67775-7122,#67775,2025-04-01T09:32:08Z,pending,cash_on_delivery,USD,CUST-000668,Sarah Kennedy,nathan45@example.net,(757)446-9660x606,Korea,2258 Melissa Street,Andersonhaven,RI,53792,Korea,PROD-00015,Comfort Notebook,Health,SKU-00015-266,Blue,1,336.7,336.7,0,33.67,0,370.37
SHP-67776-2740,#67776,2025-08-10T03:10:36Z,fulfilled,cash_on_delivery,USD,CUST-000483,Lawrence Bartlett,catherine83@example.net,503-703-2432,Fiji,64956 Steven Orchard,Hollyland,VA,51130,Fiji,PROD-00121,Premium Yoga Mat,Toys,SKU-00121-952,Black,5,47.47,237.35,11.87,11.27,5.99,242.74
SHP-67777-1789,#67777,2025-08-30T15:47:13Z,unfulfilled,google_pay,USD,CUST-000495,Monica Gonzalez,justinanderson@example.com,001-750-823-7416x7872,Macao,06336 Richard Lodge,East Robertamouth,Washington,45742,Macao,PROD-00098,Portable Sunglasses,Jewelry,SKU-00098-434,Black,3,402.65,1207.95,0,253.67,14.99,1476.61
SHP-67778-2609,#67778,2024-12-24T12:16:10Z,partially_fulfilled,bank_transfer,USD,CUST-000626,Michelle Wyatt,jessica39@example.net,565.220.3758,Namibia,3379 Karen Turnpike,North Sandra,NE,78989,Namibia,PROD-00073,Smart Water Bottle,Grocery,SKU-00073-308,Red,1,34.69,34.69,0,1.73,5.99,42.41
SHP-67779-3630,#67779,2025-01-11T03:03:12Z,pending,bank_transfer,USD,CUST-000523,Peter Kelly,jacquelinedavis@example.com,001-481-982-0967x9042,Belgium,30744 Douglas Rest Apt. 051,East Anthony,PW,70465,Belgium,PROD-00233,Comfort T-Shirt,Pets,SKU-00233-416,White,1,282.06,282.06,0,14.1,14.99,311.15
SHP-67780-9562,#67780,2025-02-25T16:36:57Z,fulfilled,apple_pay,USD,CUST-001222,Katherine Pearson,melissa04@example.org,374-212-5313x7956,Austria,815 Christian Crest Suite 977,Dennisstad,Maine,52676,Austria,PROD-00014,Smart Coffee Maker,Apparel,SKU-00014-489,Red,1,252.76,252.76,0,0,9.99,262.75
SHP-67781-2684,#67781,2025-07-29T09:27:29Z,pending,google_pay,USD,CUST-000632,Donald Stewart,marynelson@example.org,(744)774-1759,Sierra Leone,57480 Reyes Corner Suite 489,Cherylbury,Iowa,53945,Sierra Leone,PROD-00221,Eco Backpack,Home & Kitchen,SKU-00221-724,Black,1,448.76,448.76,0,80.78,0,529.54
SHP-67782-1488,#67782,2024-11-02T06:27:29Z,unfulfilled,cash_on_delivery,USD,CUST-001403,Kelly Hernandez,mikecabrera@example.com,750-928-2313x4275,Honduras,87487 Peter Hills,Tammytown,VI,07890,Honduras,PROD-00039,Mini Yoga Mat,Beauty,SKU-00039-830,Red,3,142.76,428.28,0,89.94,0,518.22
SHP-67783-8858,#67783,2024-10-03T14:00:40Z,pending,cash_on_delivery,USD,CUST-001063,David Phillips,danielthomas@example.com,(621)432-0410,New Zealand,31640 Madison Mountain Suite 589,West Annefurt,Utah,10965,New Zealand,PROD-00191,Wireless Coffee Maker,Sports,SKU-00191-891,Black,5,279.41,1397.05,0,0,5.99,1403.04
SHP-67784-4776,#67784,2025-04-12T19:31:26Z,fulfilled,paypal,USD,CUST-001402,Lori Rocha,ralexander@example.org,(734)338-8804,Palestinian Territory,4993 Steven Mission,Thomastown,New Mexico,07771,Palestinian Territory,PROD-00151,Premium Yoga Mat,Jewelry,SKU-00151-187,XL,5,164.54,822.7,123.41,0,0,699.29
SHP-67785-8130,#67785,2025-08-12T19:24:45Z,partially_fulfilled,paypal,USD,CUST-000172,Carrie Mccall,daniellegarcia@example.com,(951)235-5215,Estonia,0042 Powers Mountain Suite 959,Jesseport,AR,61741,Estonia,PROD-00094,Ultra Coffee Maker,Toys,SKU-00094-494,XL,1,394.26,394.26,0,82.79,5.99,483.04
SHP-67786-5431,#67786,2025-06-28T01:01:47Z,unfulfilled,bank_transfer,USD,CUST-001406,David Berger,lisa73@example.org,516.829.1087x39221,Montenegro,03208 Jessica Burgs Apt. 841,Mannport,FL,26627,Montenegro,PROD-00080,Ultra Blender,Books,SKU-00080-540,Small,2,318.67,637.34,0,31.87,14.99,684.2
SHP-67787-7611,#67787,2025-08-22T08:46:31Z,partially_fulfilled,paypal,USD,CUST-000434,James Willis,bradley03@example.org,323-242-5832x3024,Switzerland,53962 Aguirre Road Suite 548,New Keith,Delaware,20548,Switzerland,PROD-00047,Smart Coffee Maker,Toys,SKU-00047-199,Black,5,42.27,211.35,42.27,0,3.99,173.07
SHP-67788-1898,#67788,2025-02-17T14:16:32Z,unfulfilled,bank_transfer,USD,CUST-000538,Susan Haney,angelamyers@example.net,+1-560-396-2626x5826,Russian Federation,2672 Lewis Course,Anthonyburgh,Montana,32325,Russian Federation,PROD-00239,Pro Backpack,Apparel,SKU-00239-244,XL,2,71.28,142.56,0,29.94,9.99,182.49
SHP-67789-5324,#67789,2025-05-25T14:12:19Z,partially_fulfilled,cash_on_delivery,USD,CUST-000627,Lance Davis,ruth80@example.net,904-976-0440x907,China,015 Phillips Union,North Jilltown,MA,18872,China,PROD-00218,Premium T-Shirt,Sports,SKU-00218-432,Standard,2,214.21,428.42,21.42,61.05,5.99,474.04
SHP-67790-2977,#67790,2025-05-28T11:16:44Z,unfulfilled,cash_on_delivery,USD,CUST-000570,Douglas Yang,rtaylor@example.net,(244)407-9311,Netherlands,030 Jessica Roads Suite 641,Sweeneyville,MA,71312,Netherlands,PROD-00066,Premium Desk Lamp,Apparel,SKU-00066-736,Large,1,95.01,95.01,0,0,0,95.01
SHP-67791-4452,#67791,2024-09-30T11:08:17Z,unfulfilled,apple_pay,USD,CUST-000695,Margaret Freeman,qobrien@example.com,7918919113,Suriname,567 Michelle Stream Suite 811,North Keithview,Vermont,10687,Suriname,PROD-00123,Premium Notebook,Health,SKU-00123-405,Black,1,141.85,141.85,0,21.28,0,163.13
SHP-67792-9109,#67792,2025-03-02T15:59:34Z,partially_fulfilled,credit_card,USD,CUST-000509,Jennifer Taylor,morrisonnicholas@example.org,200-223-1429,Somalia,064 Gonzalez Street Apt. 140,New Brettport,Indiana,81950,Somalia,PROD-00041,Smart Face Cream,Apparel,SKU-00041-165,Blue,4,106.37,425.48,42.55,38.29,14.99,436.21
SHP-67793-5567,#67793,2025-08-13T08:45:54Z,partially_fulfilled,apple_pay,USD,CUST-000948,Faith Hill,areynolds@example.org,964-620-4565x77580,Seychelles,89557 Erin Run,Joelmouth,Iowa,18453,Seychelles,PROD-00082,Smart Face Cream,Books,SKU-00082-782,Large,3,408.83,1226.49,0,122.65,3.99,1353.13
SHP-67794-8085,#67794,2024-12-16T23:33:45Z,unfulfilled,google_pay,USD,CUST-001431,Timothy Taylor,tsandoval@example.com,5242222419,Isle of Man,37918 Terri Junctions Apt. 226,Diazside,AS,53259,Isle of Man,PROD-00038,Eco Necklace,Jewelry,SKU-00038-640,Black,1,106.24,106.24,0,22.31,14.99,143.54
